,1:3:2:5:7:6,4
Signature.1,0.0,0.0
Signature.2,0.0,0.079562650847
Signature.3,0.0,0.0
Signature.4,0.179836486696,0.0
Signature.5,0.0651521099583,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.204783887223
Signature.8,0.0,0.0
Signature.9,0.0,0.294683659878
Signature.10,0.0,0.0148213399193
Signature.11,0.0753542352217,0.0475768762613
Signature.12,0.154205213449,0.0382600738039
Signature.13,0.0,0.0158465392662
Signature.14,0.0,0.0
Signature.15,0.0,0.0
Signature.16,0.183507538818,0.0615570397375
Signature.17,0.0,0.0
Signature.18,0.198324097092,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0106392963887,0.0403921876789
Signature.22,0.0179564203614,0.0
Signature.23,0.0,0.17550685089
Signature.24,0.0116554904709,0.0
Signature.25,0.0528770500543,0.0
Signature.26,0.0,0.0270088944953
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0504920614893,0.0
Signature.30,0.0,0.0
