,1:3:2
Signature.1,0.0441933791343
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0104951696623
Signature.6,0.0600853081508
Signature.7,0.0
Signature.8,0.022289265258
Signature.9,0.0
Signature.10,0.011661065843
Signature.11,0.430083160927
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0113613463558
Signature.16,0.0
Signature.17,0.0802853992093
Signature.18,0.0284045886023
Signature.19,0.0
Signature.20,0.0123722002553
Signature.21,0.18884662694
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0555300770223
Signature.25,0.0252545862213
Signature.26,0.0191378264187
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
