,1:3:2
Signature.1,0.105934414844
Signature.2,0.0445584783373
Signature.3,0.0355202055765
Signature.4,0.0173966670725
Signature.5,0.0129155087474
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0587339399784
Signature.10,0.0
Signature.11,0.0199286356048
Signature.12,0.0172979415289
Signature.13,0.0
Signature.14,0.130292911856
Signature.15,0.0646569657276
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0429194384912
Signature.20,0.0763179647682
Signature.21,0.0392523591132
Signature.22,0.0
Signature.23,0.265533836421
Signature.24,0.0
Signature.25,0.0118819499438
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0118995996719
Signature.29,0.0
Signature.30,0.044959182318
