,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.055409601024
Signature.2,0.0158806911477
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0616358781165
Signature.10,0.0497605975385
Signature.11,0.0
Signature.12,0.126076174355
Signature.13,0.0
Signature.14,0.0
Signature.15,0.163071463177
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0108303770839
Signature.19,0.0352047499189
Signature.20,0.0
Signature.21,0.150253597153
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0247158401773
Signature.25,0.0
Signature.26,0.0457717479251
Signature.27,0.0
Signature.28,0.0755906690812
Signature.29,0.12953478464
Signature.30,0.0562638286616
