,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0568189566564
Signature.3,0.0225293570751
Signature.4,0.169242663087
Signature.5,0.018732612074
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0570659710087
Signature.9,0.015465839863
Signature.10,0.0131482385112
Signature.11,0.0
Signature.12,0.0599799647256
Signature.13,0.0
Signature.14,0.0575634906713
Signature.15,0.0494879513627
Signature.16,0.0379096200088
Signature.17,0.175471363151
Signature.18,0.0910721954788
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0538461545065
Signature.22,0.0313498873165
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0249661733695
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0475290065941
Signature.29,0.0178205545399
Signature.30,0.0
