,1:3:2:4,5
Signature.1,0.0246668828649,0.0
Signature.2,0.0,0.0757613962067
Signature.3,0.273390798895,0.0
Signature.4,0.0,0.315341087171
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.100034345355
Signature.8,0.0863984953255,0.0
Signature.9,0.0493617345471,0.0
Signature.10,0.0,0.0195363827705
Signature.11,0.0541614580182,0.0
Signature.12,0.0380565712937,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.0547212966429
Signature.15,0.0,0.041921702763
Signature.16,0.0148862448144,0.0161646913396
Signature.17,0.028247908272,0.0794825451219
Signature.18,0.0,0.0
Signature.19,0.0238455603106,0.0
Signature.20,0.079657040412,0.0124850762227
Signature.21,0.0,0.0
Signature.22,0.0582437242053,0.232691205948
Signature.23,0.0,0.0
Signature.24,0.098220848953,0.0246094350958
Signature.25,0.0743576909281,0.0
Signature.26,0.0150763738249,0.0
Signature.27,0.0,0.0
Signature.28,0.0814286673354,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0272508353631
