,11,10:1:3:2:4:7:6:9,5,8
Signature.1,0.0,0.0,0.0,0.0964911726731
Signature.2,0.0272967971878,0.0,0.0,0.0
Signature.3,0.0,0.0302980219415,0.0,0.0115703457844
Signature.4,0.0,0.0729212783562,0.0,0.0207830839232
Signature.5,0.0,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0305908317092,0.118582901063
Signature.7,0.0252578848793,0.0911029669091,0.0151300857545,0.0160835679083
Signature.8,0.0,0.0569043293854,0.182520252077,0.14863695243
Signature.9,0.0,0.0,0.0313148234548,0.140681038404
Signature.10,0.0,0.0,0.332939154455,0.0
Signature.11,0.0,0.111111189363,0.0203179781789,0.0
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0,0.0174791426652,0.0737680574041,0.0117857721363
Signature.14,0.0,0.0,0.0,0.0302760728833
Signature.15,0.0396950483685,0.0,0.0,0.0116255524706
Signature.16,0.0204617110248,0.0412801700455,0.0,0.0114780404703
Signature.17,0.0,0.0,0.0,0.0124712308242
Signature.18,0.0,0.072883952206,0.0,0.0157306810912
Signature.19,0.0213050715536,0.0313863914431,0.0,0.0172979499022
Signature.20,0.0444885322872,0.0,0.0132678228021,0.0
Signature.21,0.0977116228003,0.0209838100877,0.0355947683641,0.0
Signature.22,0.0,0.0,0.0,0.0650331084546
Signature.23,0.0,0.0,0.0612196494421,0.0
Signature.24,0.173272862194,0.0,0.0931433480168,0.0
Signature.25,0.0,0.242490216418,0.0,0.137625314996
Signature.26,0.186808959171,0.0,0.0,0.0
Signature.27,0.329072536768,0.0,0.0,0.0339778344347
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.21115853118,0.0208859095224,0.0
Signature.30,0.0346289737657,0.0,0.0893073188182,0.0998693801515
