,1:3:2
Signature.1,0.0
Signature.2,0.0837314251083
Signature.3,0.0
Signature.4,0.0
Signature.5,0.079222444865
Signature.6,0.0118237380544
Signature.7,0.0242968152498
Signature.8,0.0
Signature.9,0.0359047416562
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0840329221894
Signature.13,0.0110671728244
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0371034411647
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.459466742869
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.023632235162
Signature.28,0.0
Signature.29,0.149718320856
Signature.30,0.0
