,1:3:2,5,4
Signature.1,0.0,0.0,0.0654136682662
Signature.2,0.100801142911,0.0,0.0224980274168
Signature.3,0.0,0.246081720271,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0426269691808
Signature.6,0.0676548505314,0.0222715730215,0.0
Signature.7,0.0,0.0227955195455,0.0113261635305
Signature.8,0.0861348983937,0.0707281391382,0.0
Signature.9,0.161259572371,0.0,0.0
Signature.10,0.0,0.031016118878,0.208817938944
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0147846806005
Signature.14,0.0884027780475,0.0,0.0143882004947
Signature.15,0.0351508028448,0.0255283773289,0.0
Signature.16,0.0464542913553,0.0,0.0243859932119
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0858044939442
Signature.19,0.0,0.0354782110954,0.0266731954997
Signature.20,0.0832433020301,0.316982041212,0.0
Signature.21,0.0191168233299,0.0,0.039140568827
Signature.22,0.0,0.0,0.145328123898
Signature.23,0.0801522712533,0.0262147936721,0.1257646549
Signature.24,0.103054006563,0.117972040285,0.0990151072947
Signature.25,0.0668668350017,0.0154634226216,0.0255463346401
Signature.26,0.0,0.0,0.0122520510327
Signature.27,0.0,0.0268348237618,0.0
Signature.28,0.0,0.0169592160723,0.0
Signature.29,0.0617084253664,0.0256740030971,0.0245934497979
Signature.30,0.0,0.0,0.0116403785198
