,1,3,2
Signature.1,0.0,0.0,0.0
Signature.2,0.195821357692,0.0,0.440243786976
Signature.3,0.174908791179,0.0,0.0438420377254
Signature.4,0.0,0.0363851639348,0.0146685019987
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0593154681705,0.0551911763654
Signature.7,0.0384097585305,0.0,0.0565666416054
Signature.8,0.0,0.0,0.0278290962177
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.059704170988,0.0635273557997
Signature.11,0.0,0.0498192186392,0.027892121895
Signature.12,0.0,0.0794967561771,0.0130035743185
Signature.13,0.148622157867,0.0371939581697,0.0
Signature.14,0.0319690225275,0.0,0.0
Signature.15,0.0579159910731,0.0,0.0
Signature.16,0.0107830159545,0.0,0.0119280319906
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0357544854809
Signature.19,0.0372017669853,0.320042069486,0.0
Signature.20,0.0,0.0,0.0180305075187
Signature.21,0.059778748127,0.0282076556407,0.0523828373754
Signature.22,0.122218013237,0.0182541527933,0.0150695173428
Signature.23,0.0,0.0,0.0116813434705
Signature.24,0.0319413432438,0.0,0.0490547579846
Signature.25,0.0262863300256,0.0281152182112,0.0
Signature.26,0.0,0.0,0.0467412796865
Signature.27,0.0301879873803,0.0599782420162,0.0165929462484
Signature.28,0.0120879338453,0.0,0.0
Signature.29,0.0,0.223487925773,0.0
Signature.30,0.0218677823322,0.0,0.0
