,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.120746506134
Signature.4,0.0335650488822
Signature.5,0.0
Signature.6,0.0693092342288
Signature.7,0.119642988839
Signature.8,0.141252393718
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0992899987934
Signature.13,0.0585274398832
Signature.14,0.0438504134092
Signature.15,0.0
Signature.16,0.0246162676179
Signature.17,0.0
Signature.18,0.0225799228947
Signature.19,0.0244036863208
Signature.20,0.0692519499117
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.101785480951
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.012121617268
Signature.30,0.0590570511486
