,1:3:2
Signature.1,0.0
Signature.2,0.0125972160185
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0216404759831
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0796126156678
Signature.11,0.0963264453656
Signature.12,0.0
Signature.13,0.0105284618854
Signature.14,0.0386503843676
Signature.15,0.0151981158993
Signature.16,0.242726406526
Signature.17,0.0
Signature.18,0.0479151028858
Signature.19,0.0
Signature.20,0.0624486660469
Signature.21,0.0212477093525
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0662717547142
Signature.25,0.0451051247321
Signature.26,0.0688545439477
Signature.27,0.0
Signature.28,0.0408681190647
Signature.29,0.0
Signature.30,0.130008857543
