,11,10:1:3:2:5:7:6:9,4,8
Signature.1,0.0,0.0,0.0,0.0247449837783
Signature.2,0.0,0.0,0.219703106294,0.0829317250915
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.0300481402667,0.0303701336778,0.0,0.0242033414902
Signature.5,0.0105261028928,0.0281424544336,0.0,0.0
Signature.6,0.0,0.0,0.0953645008149,0.0
Signature.7,0.080412238668,0.0,0.0,0.0904766844627
Signature.8,0.0154744257284,0.0754078224012,0.0,0.0159937845201
Signature.9,0.0137769901301,0.0376961011601,0.0,0.134527760027
Signature.10,0.0,0.0,0.0136540494094,0.0372620674615
Signature.11,0.0,0.0,0.0,0.0217415891721
Signature.12,0.0260489825619,0.0220228749076,0.0,0.0376483451911
Signature.13,0.0434038836716,0.0,0.0,0.0
Signature.14,0.0,0.259690694599,0.120179016789,0.0139726134785
Signature.15,0.145508963313,0.0,0.031876457114,0.0
Signature.16,0.0,0.0,0.0801055078664,0.0
Signature.17,0.0,0.0,0.0457512903998,0.0
Signature.18,0.126247832727,0.103090520234,0.0173380574729,0.105986944942
Signature.19,0.0461397091718,0.107529191223,0.0,0.0227766159609
Signature.20,0.0314583312514,0.0,0.0,0.0464469666138
Signature.21,0.0,0.107070233567,0.158474736014,0.0734481592135
Signature.22,0.138170755515,0.0459442541361,0.0,0.0746217899792
Signature.23,0.0,0.0,0.180688363993,0.0506494806888
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0,0.111834883545,0.0,0.0115913350912
Signature.26,0.0162927568084,0.0,0.0,0.0147192409969
Signature.27,0.0,0.0299934204153,0.0,0.0621209367402
Signature.28,0.251204384972,0.0,0.0,0.0
Signature.29,0.0134237653055,0.015636783332,0.0244256173342,0.0428735697154
Signature.30,0.0118627370161,0.0255706323683,0.0124392964997,0.011262065385
