,1:2:5:4,3
Signature.1,0.0,0.0
Signature.2,0.0108309944479,0.10939348776
Signature.3,0.126833736346,0.0299318036832
Signature.4,0.0290382938095,0.0
Signature.5,0.0,0.117709205954
Signature.6,0.0206716999898,0.0529231433945
Signature.7,0.0232320465633,0.0
Signature.8,0.0138190969598,0.0173744591206
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.263332460141
Signature.12,0.0,0.0
Signature.13,0.0,0.0
Signature.14,0.105252110622,0.0
Signature.15,0.0,0.0598464128777
Signature.16,0.0,0.0
Signature.17,0.17088752734,0.0856911278399
Signature.18,0.0,0.0142418857412
Signature.19,0.0102485138754,0.0168661894562
Signature.20,0.0239646338274,0.0860465684362
Signature.21,0.0,0.0
Signature.22,0.016937421715,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0302921644584
Signature.25,0.0,0.0256841234721
Signature.26,0.101681761484,0.0638180911952
Signature.27,0.0171197808428,0.0
Signature.28,0.0,0.0
Signature.29,0.228253965462,0.0
Signature.30,0.101228416716,0.0268488764707
