,11:10:1:3:2:5:4:9:8,7:6
Signature.1,0.0,0.0173545734274
Signature.2,0.0361097403213,0.242336902894
Signature.3,0.250335109547,0.0
Signature.4,0.0,0.086671252647
Signature.5,0.0,0.0211339171547
Signature.6,0.242028640341,0.0
Signature.7,0.0286091098244,0.0
Signature.8,0.0170121852372,0.0
Signature.9,0.0214534688824,0.0
Signature.10,0.0,0.0286254875438
Signature.11,0.0,0.0
Signature.12,0.0146431164711,0.0664807032615
Signature.13,0.0541515730925,0.0415834837737
Signature.14,0.013449223989,0.0
Signature.15,0.0,0.0
Signature.16,0.0851303223945,0.357949515092
Signature.17,0.0,0.0
Signature.18,0.0,0.0119208859705
Signature.19,0.0,0.0384064830261
Signature.20,0.0560712237024,0.0
Signature.21,0.0109852567982,0.0
Signature.22,0.0414010903721,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0875367952094
Signature.25,0.0,0.0
Signature.26,0.0229426245139,0.0
Signature.27,0.0,0.0
Signature.28,0.0898070753952,0.0
Signature.29,0.0,0.0
Signature.30,0.0158702391176,0.0
