,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.111357496082
Signature.3,0.0260341019598
Signature.4,0.111997262426
Signature.5,0.0
Signature.6,0.0876422317988
Signature.7,0.0591475880097
Signature.8,0.0
Signature.9,0.0471781513237
Signature.10,0.0
Signature.11,0.0
Signature.12,0.058387451454
Signature.13,0.114672772077
Signature.14,0.233738599243
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0125745858837
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0266958194618
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0168146650359
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0200379128195
Signature.30,0.0737213624253
