,11:1:3:2:5:4:7:6:9:8,10
Signature.1,0.0,0.0
Signature.2,0.0269127842985,0.0
Signature.3,0.212701066167,0.0145683093684
Signature.4,0.0,0.120298432237
Signature.5,0.0,0.0
Signature.6,0.0943844409519,0.0324578255984
Signature.7,0.172598572284,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0203954295257
Signature.11,0.0,0.108439710319
Signature.12,0.0,0.0
Signature.13,0.0819102038946,0.094049820838
Signature.14,0.0,0.0653630687602
Signature.15,0.0,0.327828962846
Signature.16,0.0,0.0253564460783
Signature.17,0.0,0.0305118368933
Signature.18,0.0723514432486,0.0
Signature.19,0.0,0.0
Signature.20,0.0143139931026,0.0
Signature.21,0.0274088742749,0.0562826386882
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.0198116836617,0.0
Signature.26,0.0199318766857,0.0749062925263
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.081855371083,0.0
Signature.30,0.175819690347,0.029541226321
