,11:10:1:3:2:4:9:8,5,7:6
Signature.1,0.0,0.0,0.175730062513
Signature.2,0.0338942607063,0.03174197243,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0210384176446,0.0781630144929,0.0276938893226
Signature.5,0.0331748781207,0.0926851172459,0.0
Signature.6,0.029852843786,0.0,0.0291247791957
Signature.7,0.0,0.0,0.0801466856047
Signature.8,0.0,0.0374964222177,0.0
Signature.9,0.0298571970644,0.0,0.0
Signature.10,0.0897221945625,0.0,0.0735311358732
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.0242458796151,0.0395593881352
Signature.14,0.0,0.0,0.155375004742
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.207018984907,0.0
Signature.17,0.488932554775,0.0719750122403,0.0
Signature.18,0.0,0.0214291205063,0.0
Signature.19,0.0445022174321,0.174694333853,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0115172589481
Signature.22,0.0,0.011514229638,0.0
Signature.23,0.0,0.10408226239,0.014119687732
Signature.24,0.0415124429071,0.0,0.0374987580452
Signature.25,0.15109376402,0.100440947011,0.0583971738791
Signature.26,0.0,0.0,0.0
Signature.27,0.0176693602306,0.0,0.0
Signature.28,0.0187498687508,0.0,0.0945700699712
Signature.29,0.0,0.0,0.132899569662
Signature.30,0.0,0.0445127034527,0.0698365363761
