,1:4,3,2,5
Signature.1,0.0,0.0120521988317,0.0110103841239,0.0
Signature.2,0.0,0.0,0.0,0.0913083349274
Signature.3,0.0,0.0,0.334474456802,0.0
Signature.4,0.0665162110225,0.0,0.0623797447292,0.0242317453365
Signature.5,0.0,0.0,0.0,0.0
Signature.6,0.0,0.198045407593,0.0,0.0637882797402
Signature.7,0.0,0.0,0.0,0.057367485341
Signature.8,0.346428125353,0.0353548810974,0.0184136598971,0.0933854788053
Signature.9,0.17002779583,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0,0.0,0.123539771426,0.0
Signature.12,0.0,0.0,0.0190807557083,0.0
Signature.13,0.0,0.219782010051,0.0109637244083,0.0
Signature.14,0.0,0.0,0.0181988084577,0.0
Signature.15,0.0,0.0,0.155051599443,0.0151794692585
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.014548903225,0.0,0.029139263873,0.143141505097
Signature.18,0.0405412635692,0.103276632633,0.0310836117168,0.0527905588384
Signature.19,0.0,0.0,0.0225011160708,0.30086797674
Signature.20,0.0,0.0,0.0248771403504,0.0
Signature.21,0.0111165092722,0.0,0.0,0.0
Signature.22,0.0462941026407,0.0,0.0,0.134642948155
Signature.23,0.0770521262001,0.0391231342822,0.0,0.0
Signature.24,0.0,0.0,0.0,0.0119332639492
Signature.25,0.0130967366565,0.392365735513,0.0126172148319,0.0
Signature.26,0.113675677921,0.0,0.0301237544791,0.0
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.076945085619,0.0,0.0,0.0113629538112
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.0237574626902,0.0,0.0965449936825,0.0
