,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0570479421271
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0493209909741
Signature.13,0.0
Signature.14,0.3034904987
Signature.15,0.0279325485883
Signature.16,0.0272599432244
Signature.17,0.0
Signature.18,0.124621682644
Signature.19,0.0
Signature.20,0.0819535444314
Signature.21,0.0334889947923
Signature.22,0.0
Signature.23,0.0976130032247
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0911135248552
Signature.28,0.0
Signature.29,0.0531450877192
Signature.30,0.0530122387193
