,1:3:2:5:4:6,7
Signature.1,0.0,0.0636058631459
Signature.2,0.048452607442,0.0
Signature.3,0.171353967188,0.0
Signature.4,0.0,0.0160348801777
Signature.5,0.0,0.0494500461827
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.060394534066,0.0349076460749
Signature.11,0.0196954297349,0.0
Signature.12,0.0,0.0
Signature.13,0.0,0.0
Signature.14,0.0118251455015,0.0
Signature.15,0.119119250645,0.0
Signature.16,0.0124733209441,0.281332846398
Signature.17,0.121178513567,0.0
Signature.18,0.0,0.152341128212
Signature.19,0.0157101652571,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0347461442568
Signature.22,0.203615684872,0.130687568957
Signature.23,0.0,0.0127981470182
Signature.24,0.048071833548,0.0
Signature.25,0.0963954260827,0.0
Signature.26,0.0,0.153698064247
Signature.27,0.016139779397,0.0
Signature.28,0.0,0.0168604541009
Signature.29,0.0246008192288,0.0535372112286
Signature.30,0.0309735225259,0.0
