,11:1:3:2:5:4:9:8,10,7:6
Signature.1,0.0,0.0109239612432,0.0
Signature.2,0.0,0.0217828331194,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.195883787191,0.0,0.0
Signature.5,0.0164961531005,0.0263224365181,0.0278271313886
Signature.6,0.134564523154,0.0848540841423,0.0191741465595
Signature.7,0.0,0.0313355148243,0.172640461814
Signature.8,0.0,0.0184174928501,0.0247332181969
Signature.9,0.082300884523,0.0,0.16659751907
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.0391894860165,0.0,0.0182235295488
Signature.13,0.03064759413,0.0820834820215,0.0
Signature.14,0.0,0.0565011601433,0.0
Signature.15,0.0717637633213,0.0227911705613,0.330787158196
Signature.16,0.0,0.0,0.0
Signature.17,0.121966499717,0.0484253750712,0.0
Signature.18,0.0120866845547,0.0,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.0,0.107016075142
Signature.21,0.0,0.222308875794,0.0
Signature.22,0.028490637101,0.0,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0108918688898,0.0,0.0
Signature.27,0.0648546025892,0.0,0.0893483275452
Signature.28,0.0263133185945,0.322891153036,0.0436524325387
Signature.29,0.164550197117,0.0,0.0
Signature.30,0.0,0.0513624606752,0.0
