,1:3:2:4,5
Signature.1,0.0,0.057104122201
Signature.2,0.0129760362041,0.0
Signature.3,0.382874214452,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.0116031614474
Signature.6,0.0,0.0
Signature.7,0.0,0.0124049894667
Signature.8,0.0466842373084,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.142447104842
Signature.12,0.0,0.115286598515
Signature.13,0.0,0.0219405259583
Signature.14,0.0,0.0822648469626
Signature.15,0.135048779957,0.0
Signature.16,0.0193402334629,0.0
Signature.17,0.0668570031308,0.0
Signature.18,0.0,0.0
Signature.19,0.0474808360511,0.402344693312
Signature.20,0.0,0.0676509575381
Signature.21,0.0,0.0127913321644
Signature.22,0.136999084455,0.0
Signature.23,0.0131632064758,0.0
Signature.24,0.0175276237471,0.0
Signature.25,0.0,0.0116712388104
Signature.26,0.0263851293378,0.0238269911505
Signature.27,0.0530927839362,0.0
Signature.28,0.0,0.0
Signature.29,0.0415708314818,0.038663437632
Signature.30,0.0,0.0
