,1:3:2:5:4:7:8,6,9
Signature.1,0.0,0.0929354156187,0.0393262195667
Signature.2,0.0,0.0,0.0111795806375
Signature.3,0.125182484458,0.0,0.193506056837
Signature.4,0.0166873266357,0.0,0.0
Signature.5,0.19949878162,0.0119668584022,0.0
Signature.6,0.0440974663698,0.0,0.0
Signature.7,0.0,0.0363108574353,0.0111390324187
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0209534068169,0.0
Signature.10,0.0,0.0300553749325,0.0287296100061
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0524003515741,0.0221713466322
Signature.13,0.0572455226006,0.022516097893,0.0147622629245
Signature.14,0.0,0.0606292327462,0.11079683041
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0768142452067
Signature.17,0.0,0.0722827618869,0.0
Signature.18,0.0,0.239830845443,0.0594296180535
Signature.19,0.131415870024,0.0,0.0
Signature.20,0.221775964161,0.0134695839769,0.0179790448433
Signature.21,0.0,0.111641613896,0.0
Signature.22,0.0360686530909,0.0339498780935,0.0
Signature.23,0.0169779540897,0.0148000132077,0.0
Signature.24,0.0875533981894,0.018749278141,0.0
Signature.25,0.0411779026642,0.0,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.022318676096,0.139416991223,0.0687991109757
Signature.29,0.0,0.0140656708771,0.345367041488
Signature.30,0.0,0.0140257678364,0.0
