,1:3,2,5,4
Signature.1,0.0,0.0899059852868,0.0653598150179,0.0
Signature.2,0.0,0.0,0.0,0.0273023414047
Signature.3,0.0,0.109696937954,0.0444819305953,0.0
Signature.4,0.0,0.0772558124416,0.0,0.0
Signature.5,0.0700237355929,0.0,0.0,0.0930617423953
Signature.6,0.451199101049,0.0,0.0,0.0
Signature.7,0.0176993294214,0.0370335254641,0.0195191694361,0.0
Signature.8,0.0506889790007,0.0,0.0,0.0
Signature.9,0.0634450695855,0.113151743322,0.0864006968332,0.0741480045521
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0221351989412,0.0,0.211366150269,0.0
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0548901026587,0.0
Signature.14,0.0,0.0,0.0,0.0470166172357
Signature.15,0.0,0.0,0.0167705886803,0.0408660085886
Signature.16,0.0,0.0,0.0,0.0221428764046
Signature.17,0.0,0.106527750068,0.0,0.0
Signature.18,0.0,0.080446441691,0.0344942163331,0.305943274547
Signature.19,0.0,0.0936154041224,0.0829190502414,0.0
Signature.20,0.0,0.0,0.0892054648825,0.0
Signature.21,0.130705910009,0.0,0.0,0.0837997308576
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0,0.179990350121,0.0,0.0377087793755
Signature.24,0.171308328015,0.0304761029994,0.0289645300014,0.0107648718367
Signature.25,0.0,0.0292805032547,0.0,0.0
Signature.26,0.0227943483852,0.0171764591424,0.0,0.0
Signature.27,0.0,0.0127330739149,0.178909011426,0.0236522612169
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0756431599801,0.233593491585
Signature.30,0.0,0.0227099102172,0.0110761136453,0.0
