,1:3:2:5:4
Signature.1,0.0110177378798
Signature.2,0.039062671488
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0469478332148
Signature.7,0.0
Signature.8,0.0531679097017
Signature.9,0.0235419886282
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.029862525873
Signature.15,0.0
Signature.16,0.0
Signature.17,0.110864095784
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0957695372269
Signature.22,0.151590433079
Signature.23,0.0
Signature.24,0.0903979464332
Signature.25,0.0
Signature.26,0.0
Signature.27,0.303767632337
Signature.28,0.0440096883549
Signature.29,0.0
Signature.30,0.0
