,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0106693858674
Signature.2,0.0135881904349
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.21360873561
Signature.7,0.0154110574138
Signature.8,0.0
Signature.9,0.0886004340907
Signature.10,0.0905252895822
Signature.11,0.262111221775
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0222437345253
Signature.17,0.0
Signature.18,0.0266042105723
Signature.19,0.0177371443195
Signature.20,0.0166231039316
Signature.21,0.0536566264755
Signature.22,0.0147310490817
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0172868122716
Signature.27,0.0813202953847
Signature.28,0.0
Signature.29,0.0552827086642
Signature.30,0.0
