,11:9:10,1:3:2:5:4:7:6:8
Signature.1,0.0304628960165,0.0
Signature.2,0.0277772538637,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0599977581479
Signature.5,0.120458909601,0.0
Signature.6,0.154835171561,0.0
Signature.7,0.014289111606,0.0659241144533
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0905615371691,0.0
Signature.12,0.0,0.282578924102
Signature.13,0.0,0.0
Signature.14,0.0291994670491,0.0
Signature.15,0.0638062204784,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0331884941328,0.223619211342
Signature.19,0.04381690235,0.0
Signature.20,0.0,0.106126729453
Signature.21,0.0,0.0
Signature.22,0.0297196653202,0.0378587627629
Signature.23,0.0,0.0
Signature.24,0.0379746091537,0.0
Signature.25,0.0,0.0
Signature.26,0.287161212039,0.0317760670083
Signature.27,0.0,0.0421434758167
Signature.28,0.036748549659,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.149974956913
