,1:3:2:5:4:6,7
Signature.1,0.0,0.209186618184
Signature.2,0.0,0.115153722023
Signature.3,0.0,0.0123722448447
Signature.4,0.146418835435,0.0139455245014
Signature.5,0.115595688701,0.0
Signature.6,0.0734860788353,0.047168936382
Signature.7,0.0,0.0
Signature.8,0.062730043961,0.0448709168842
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0734088358968
Signature.12,0.117192494629,0.0
Signature.13,0.0152008677237,0.0
Signature.14,0.0,0.0175350895328
Signature.15,0.0899502739825,0.0358237886278
Signature.16,0.0,0.0142767138429
Signature.17,0.0364955511521,0.136203406328
Signature.18,0.0216121949527,0.0111178184442
Signature.19,0.0,0.0
Signature.20,0.0215258992212,0.0524338799723
Signature.21,0.0,0.0
Signature.22,0.0365352288806,0.0
Signature.23,0.0177616172832,0.0
Signature.24,0.0,0.0470139076059
Signature.25,0.224184107939,0.0134794330006
Signature.26,0.0213111173034,0.0536415609407
Signature.27,0.0,0.0
Signature.28,0.0,0.102367602988
Signature.29,0.0,0.0
Signature.30,0.0,0.0
