,1:3:2:5,4
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0541767587218
Signature.5,0.136107602375,0.0112688686799
Signature.6,0.0,0.0
Signature.7,0.0,0.143542637391
Signature.8,0.0,0.0538109601766
Signature.9,0.0,0.0
Signature.10,0.0183583123249,0.0
Signature.11,0.0,0.092284193336
Signature.12,0.0,0.0
Signature.13,0.0598860420006,0.0
Signature.14,0.139511510898,0.0
Signature.15,0.0,0.0182157768792
Signature.16,0.0132836578825,0.0
Signature.17,0.0,0.0671897170873
Signature.18,0.0,0.0566638248438
Signature.19,0.0730935620801,0.0125575003694
Signature.20,0.411355013006,0.0
Signature.21,0.0283786680463,0.0
Signature.22,0.0290119119892,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0606439209761
Signature.25,0.0244765209236,0.0
Signature.26,0.0,0.0
Signature.27,0.0218111644817,0.0333579871712
Signature.28,0.0447260339928,0.0
Signature.29,0.0,0.221388856674
Signature.30,0.0,0.174898997694
