,1:2,3
Signature.1,0.0,0.0
Signature.2,0.0120789751677,0.112615435389
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0605714868691,0.0587200707923
Signature.6,0.0,0.0
Signature.7,0.0,0.0313321192385
Signature.8,0.0266270069221,0.0
Signature.9,0.120345195378,0.0
Signature.10,0.0,0.0761581642193
Signature.11,0.0,0.0381093066896
Signature.12,0.0291581383328,0.0302027298366
Signature.13,0.0,0.0
Signature.14,0.111963905758,0.138512172018
Signature.15,0.0230778631029,0.0
Signature.16,0.241034201699,0.0
Signature.17,0.017886210396,0.0161678823748
Signature.18,0.0,0.0
Signature.19,0.0546214877991,0.0
Signature.20,0.0638199425699,0.0158035220544
Signature.21,0.0,0.0
Signature.22,0.0116524412789,0.0150771342961
Signature.23,0.0,0.0200253190855
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.309573407251
Signature.27,0.0,0.0
Signature.28,0.0628006748298,0.0851832067449
Signature.29,0.164362469896,0.0525195300102
Signature.30,0.0,0.0
