,1:3:2
Signature.1,0.0
Signature.2,0.0148383604283
Signature.3,0.0
Signature.4,0.0727963427162
Signature.5,0.0
Signature.6,0.0112784701569
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0564744495108
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0122363960555
Signature.13,0.0
Signature.14,0.0624143713194
Signature.15,0.0838594806826
Signature.16,0.0
Signature.17,0.093952804116
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0487500909413
Signature.21,0.0
Signature.22,0.0
Signature.23,0.153514519744
Signature.24,0.0
Signature.25,0.0510345700804
Signature.26,0.0
Signature.27,0.0229936441215
Signature.28,0.0825371412379
Signature.29,0.0
Signature.30,0.233319358889
