,1:3:2
Signature.1,0.0209377509564
Signature.2,0.0259965817098
Signature.3,0.0
Signature.4,0.0118008070809
Signature.5,0.256953169461
Signature.6,0.0592055395337
Signature.7,0.049612219299
Signature.8,0.0225882923501
Signature.9,0.0567198867637
Signature.10,0.0
Signature.11,0.0214508940897
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0284100496394
Signature.16,0.0
Signature.17,0.123984520075
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.130818891604
Signature.23,0.0206453894461
Signature.24,0.0735988342018
Signature.25,0.0
Signature.26,0.0226087023706
Signature.27,0.0395344515653
Signature.28,0.0
Signature.29,0.011805630696
Signature.30,0.0233283891574
