,11:9:10,1:2:5:7:6:8,3,4
Signature.1,0.0,0.0678953135402,0.0,0.0
Signature.2,0.0736108215965,0.0273972883575,0.0,0.0
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.0,0.0683705492553,0.0,0.162182551522
Signature.5,0.0,0.0862691048427,0.0497071823069,0.0
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0,0.0287436317641,0.0,0.0
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0354931947997,0.0212286785213,0.0,0.0
Signature.11,0.0,0.0,0.0,0.0
Signature.12,0.0307325376944,0.0288279532345,0.0125243817878,0.0
Signature.13,0.154301309655,0.0116625588552,0.0426000828792,0.0271455248635
Signature.14,0.0,0.135322624566,0.0287710441583,0.0
Signature.15,0.0,0.0529940343538,0.0583752650664,0.0
Signature.16,0.479563861121,0.019523604177,0.0,0.0823423845706
Signature.17,0.0963978210128,0.0,0.122248189021,0.151760632878
Signature.18,0.0,0.0535803837491,0.0,0.0
Signature.19,0.0,0.0,0.0224746379387,0.0407103908004
Signature.20,0.0276140197591,0.0,0.134201059582,0.0
Signature.21,0.091160504433,0.0,0.0,0.0
Signature.22,0.0,0.0228247274084,0.0,0.202053702248
Signature.23,0.0,0.0,0.100251822524,0.0625556695832
Signature.24,0.0111259299286,0.0,0.0,0.0179247392583
Signature.25,0.0,0.124336655012,0.0575648973016,0.0649146670816
Signature.26,0.0,0.18446002246,0.103160660537,0.02570679507
Signature.27,0.0,0.0276459453565,0.0926556517249,0.0
Signature.28,0.0,0.0126810132899,0.0,0.0
Signature.29,0.0,0.0262359112559,0.10831984471,0.0
Signature.30,0.0,0.0,0.0671452804622,0.162702942125
