,1,3,2
Signature.1,0.0,0.0,0.132605906364
Signature.2,0.0,0.0258253340139,0.099837395003
Signature.3,0.0364467699153,0.0,0.0121388933032
Signature.4,0.0840348768354,0.0464506344602,0.0
Signature.5,0.0955249904589,0.0,0.0
Signature.6,0.0162240421311,0.0519158484762,0.184996254837
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.038569492283
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0443869921531,0.016440348118
Signature.11,0.0538813825033,0.0,0.0
Signature.12,0.014696504919,0.0,0.0
Signature.13,0.0631453032536,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0881225722928,0.0405800196052,0.0887437476262
Signature.16,0.0375322301866,0.0,0.106876899888
Signature.17,0.16950693842,0.0,0.0
Signature.18,0.0,0.0,0.0205093004965
Signature.19,0.0200357825572,0.0,0.0206976554371
Signature.20,0.0377936594949,0.0890883534747,0.0
Signature.21,0.0360804826508,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0628679001145,0.0
Signature.24,0.0266323331975,0.0,0.0
Signature.25,0.0,0.0826067536448,0.061392943903
Signature.26,0.180473607684,0.145904015049,0.0
Signature.27,0.0,0.0,0.100790904476
Signature.28,0.0,0.0297044124486,0.0518727235229
Signature.29,0.0398685235003,0.38066973656,0.0645275347422
Signature.30,0.0,0.0,0.0
