,1,3,2
Signature.1,0.0131757069298,0.0273738124978,0.158996809792
Signature.2,0.0,0.0403386232752,0.0
Signature.3,0.0662214031564,0.0,0.10925761917
Signature.4,0.164173453616,0.0253313173164,0.0
Signature.5,0.0242775568363,0.0,0.0245816757836
Signature.6,0.0,0.0915844561735,0.124934195771
Signature.7,0.0,0.0551071110452,0.0
Signature.8,0.0,0.019754373,0.0
Signature.9,0.0154976304215,0.0109274117752,0.0
Signature.10,0.0147688826659,0.0,0.141112035007
Signature.11,0.0,0.0664378027539,0.0
Signature.12,0.0242087849182,0.0268508747962,0.0
Signature.13,0.0,0.150347216701,0.0
Signature.14,0.0,0.0203678573341,0.0168263972704
Signature.15,0.0390994505229,0.22659220335,0.0
Signature.16,0.0,0.0,0.0192422919351
Signature.17,0.0,0.0,0.0256034544983
Signature.18,0.0,0.103174305273,0.0792984948099
Signature.19,0.0,0.0165636317291,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0265150855327,0.0227912972406,0.0
Signature.22,0.0149078017491,0.0,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.433107818818,0.0,0.0
Signature.25,0.0,0.0435802194567,0.0327894201492
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.0,0.210688231344
Signature.28,0.0,0.0,0.0
Signature.29,0.0182854596671,0.0288894897346,0.0566693744701
Signature.30,0.145760965166,0.0239879965473,0.0
