,11:1:3:5:4:7:6:9:8,10,2
Signature.1,0.170192300695,0.0,0.0
Signature.2,0.0,0.0272193767494,0.0
Signature.3,0.0,0.129440494534,0.0
Signature.4,0.0,0.0,0.0545162689425
Signature.5,0.0393285254528,0.0294299329676,0.106588493847
Signature.6,0.0,0.0,0.0889264108993
Signature.7,0.0,0.0154640371317,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0292057131525,0.0954299210556
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.04342577001,0.0
Signature.13,0.0,0.103303664057,0.0309309720197
Signature.14,0.0,0.0,0.017673044781
Signature.15,0.0,0.0,0.139980156283
Signature.16,0.0,0.134613959987,0.0
Signature.17,0.066508820218,0.0,0.170899052848
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0154756751576,0.0
Signature.20,0.0127950060135,0.0,0.0238666388353
Signature.21,0.0,0.0,0.0
Signature.22,0.0852652292837,0.254320386217,0.0266931914604
Signature.23,0.0,0.0131519927657,0.0
Signature.24,0.136118130862,0.0113003764127,0.0
Signature.25,0.1803977364,0.0125915824479,0.0
Signature.26,0.0122777064778,0.0299921198229,0.0
Signature.27,0.0482862318875,0.0110063629122,0.205835271991
Signature.28,0.0,0.0108124107177,0.0106619131417
Signature.29,0.24883031271,0.0777878265016,0.0
Signature.30,0.0,0.0514583184557,0.0279986638965
