,11:1:3:5:4:7:6:9:8,10,2
Signature.1,0.0171230643462,0.0222438718001,0.0
Signature.2,0.242590613941,0.0140366747969,0.0
Signature.3,0.0,0.0484080405647,0.194670524888
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0124431095301,0.0196410735029,0.0
Signature.7,0.0233344929471,0.0,0.0598597653889
Signature.8,0.0316024274417,0.0954358040957,0.0
Signature.9,0.0,0.150677933112,0.0
Signature.10,0.0,0.0312566247403,0.127636944302
Signature.11,0.0,0.0151422944501,0.0
Signature.12,0.0,0.0,0.0192895659227
Signature.13,0.0,0.0,0.0455924768291
Signature.14,0.0,0.0732428008136,0.0
Signature.15,0.0,0.0,0.201163809845
Signature.16,0.0,0.217339459686,0.0
Signature.17,0.0939263654054,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.153546207265,0.236618556933
Signature.20,0.141008938351,0.048310107006,0.0
Signature.21,0.0,0.012575830368,0.0
Signature.22,0.226548454666,0.0158306751492,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.0,0.023539240064
Signature.25,0.0135840098062,0.0,0.0159114194853
Signature.26,0.0161436398754,0.0,0.0120400709901
Signature.27,0.0,0.0,0.0107350999818
Signature.28,0.0753789923233,0.0,0.0
Signature.29,0.0121875633744,0.0686766478674,0.0300216541577
Signature.30,0.0941283279923,0.013635954782,0.0229208712124
