,1:3:2:5:4:7:6
Signature.1,0.0806426047601
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.049780160351
Signature.9,0.0412380696769
Signature.10,0.196284959223
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0894892765024
Signature.15,0.0999368482646
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.199208279882
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0365085248883
Signature.27,0.0
Signature.28,0.130740248592
Signature.29,0.0761710278601
Signature.30,0.0
