,1:3:2:5:4:6:9,7,8
Signature.1,0.15091037099,0.0,0.0
Signature.2,0.0308292420492,0.0120262514021,0.0
Signature.3,0.0174820950106,0.0,0.0
Signature.4,0.0717858477422,0.0,0.0
Signature.5,0.0,0.119986406607,0.166664355277
Signature.6,0.0565937717066,0.0,0.0223540821813
Signature.7,0.0819561858385,0.0232331731086,0.0
Signature.8,0.0,0.0,0.0724309104118
Signature.9,0.0,0.135452446898,0.0
Signature.10,0.0,0.095055291599,0.0
Signature.11,0.0293805973676,0.0,0.0
Signature.12,0.0307472969011,0.0,0.0
Signature.13,0.0,0.0,0.0
Signature.14,0.0724857275612,0.0,0.111685287533
Signature.15,0.0479858471919,0.0,0.0525628534902
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0116113936369,0.0,0.0
Signature.19,0.0,0.0,0.160671030827
Signature.20,0.0579418471803,0.476336760805,0.0470436146573
Signature.21,0.0327749645435,0.0382803188313,0.134371020216
Signature.22,0.0,0.0189775899491,0.0
Signature.23,0.172957248064,0.0293574378467,0.0
Signature.24,0.0,0.0,0.0684646374954
Signature.25,0.0,0.0,0.094435466834
Signature.26,0.019336258559,0.0,0.0
Signature.27,0.0,0.0319818122644,0.0
Signature.28,0.115221305658,0.0,0.0
Signature.29,0.0,0.0193125106883,0.0257693059684
Signature.30,0.0,0.0,0.0435474351088
