,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.106710547422
Signature.4,0.0
Signature.5,0.125132068488
Signature.6,0.0
Signature.7,0.051574850957
Signature.8,0.0268686297638
Signature.9,0.038515319005
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.270607059965
Signature.14,0.0151387424828
Signature.15,0.0364047106419
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.12672819227
Signature.23,0.0152444510671
Signature.24,0.0
Signature.25,0.101190266295
Signature.26,0.0
Signature.27,0.0
Signature.28,0.015183810419
Signature.29,0.0707013512236
Signature.30,0.0
