,1:3:2
Signature.1,0.0263850095593
Signature.2,0.0577468250805
Signature.3,0.048171195041
Signature.4,0.0
Signature.5,0.0
Signature.6,0.3381651007
Signature.7,0.0269282298703
Signature.8,0.080657289381
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0284238043581
Signature.13,0.0380598100689
Signature.14,0.0405611195773
Signature.15,0.0
Signature.16,0.012555011092
Signature.17,0.0680793251464
Signature.18,0.0
Signature.19,0.0178883711528
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0107826044867
Signature.25,0.0452262771057
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.090551459753
Signature.30,0.0698185676272
