,1:2:5:4,3
Signature.1,0.0122607616157,0.0
Signature.2,0.0570528123137,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0316292131627,0.0
Signature.6,0.0,0.0274232196238
Signature.7,0.011995231607,0.0690766034072
Signature.8,0.0,0.105571970654
Signature.9,0.0,0.0222430985826
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0488911296377
Signature.13,0.0169806550167,0.0569081768942
Signature.14,0.0,0.0313996794483
Signature.15,0.0783113843366,0.0
Signature.16,0.0125834402279,0.0709278079739
Signature.17,0.0,0.0
Signature.18,0.0,0.239361982166
Signature.19,0.280525040833,0.0951302707586
Signature.20,0.0,0.0499373464069
Signature.21,0.133890712939,0.0776435144128
Signature.22,0.0195599242904,0.0405326152849
Signature.23,0.273661920881,0.010770583824
Signature.24,0.0,0.0
Signature.25,0.0378246161466,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0541820009242
Signature.28,0.0,0.0
Signature.29,0.0337242866292,0.0
Signature.30,0.0,0.0
