,1:5:7:6:9:8,3,2,4
Signature.1,0.0,0.0,0.0543515068126,0.0
Signature.2,0.0468484472107,0.0,0.0,0.0
Signature.3,0.0,0.072467401783,0.101846561739,0.0
Signature.4,0.0,0.0107949047703,0.288052020181,0.0
Signature.5,0.0441352077237,0.0,0.0,0.208343008809
Signature.6,0.0,0.170053027806,0.0,0.0
Signature.7,0.0,0.0,0.0,0.0267682264959
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0195662952572
Signature.10,0.0,0.035222447553,0.0682559883261,0.0
Signature.11,0.0,0.0193149133909,0.0485308348117,0.0
Signature.12,0.105385690971,0.0172401237256,0.0,0.0660562074842
Signature.13,0.0,0.0959452657166,0.0,0.0260032035626
Signature.14,0.0,0.0,0.0,0.0
Signature.15,0.229071962118,0.0,0.0768419477041,0.0
Signature.16,0.186929095716,0.0,0.0526576765394,0.216415462882
Signature.17,0.0332281633786,0.370198563383,0.0,0.0
Signature.18,0.0,0.0,0.0159648921943,0.0
Signature.19,0.0400653365427,0.0960585909677,0.0,0.0
Signature.20,0.0759471994917,0.0,0.0,0.0649438659342
Signature.21,0.0861784297418,0.0,0.0,0.0
Signature.22,0.0689326661891,0.0109054456143,0.0,0.125101039414
Signature.23,0.0563487631958,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0210995232221,0.013370458159
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.0440484520831,0.0,0.0596507496849
Signature.27,0.0,0.0,0.134899481958,0.0536060112801
Signature.28,0.0269290377211,0.0361108897465,0.0,0.120175471036
Signature.29,0.0,0.0216399734602,0.137499566512,0.0
Signature.30,0.0,0.0,0.0,0.0
