,1:5:4:7:6:8,3,2,9
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0170169078149,0.0,0.0152648307373,0.0702978666348
Signature.3,0.0,0.0,0.0441714108829,0.0
Signature.4,0.0,0.0440611467681,0.224584949963,0.0371266962627
Signature.5,0.365171504657,0.302461229688,0.0,0.0510488312626
Signature.6,0.0424196929373,0.0723241402806,0.0,0.0
Signature.7,0.0276967333976,0.0283318195259,0.0917641166672,0.0766525773125
Signature.8,0.0,0.0154365196753,0.0,0.0
Signature.9,0.0276313939647,0.0,0.0137012898087,0.0
Signature.10,0.0,0.0,0.0,0.0574045988275
Signature.11,0.0,0.0,0.213229235957,0.0
Signature.12,0.0,0.0,0.0,0.0869730143569
Signature.13,0.0361395631512,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0302494685265,0.0423410064506
Signature.15,0.0613961806257,0.0,0.0,0.057867800108
Signature.16,0.0227866126267,0.0989384564327,0.0,0.0
Signature.17,0.040323595087,0.0,0.0,0.0
Signature.18,0.0153997026127,0.0380581680724,0.0,0.0
Signature.19,0.0110303908131,0.0,0.0,0.0
Signature.20,0.0771704817235,0.0,0.0321876160405,0.0
Signature.21,0.0,0.0,0.0578355166894,0.0
Signature.22,0.0,0.0661811060621,0.0,0.0
Signature.23,0.0130536043544,0.0,0.0,0.0
Signature.24,0.0609294101799,0.120334521006,0.0772113422867,0.328843938145
Signature.25,0.0,0.0,0.0347498413015,0.0
Signature.26,0.0175654531561,0.0,0.0,0.0
Signature.27,0.0,0.0207061262048,0.114881323501,0.058657317968
Signature.28,0.0,0.0,0.0,0.0255640397519
Signature.29,0.164268772898,0.193166766284,0.0,0.107222312919
Signature.30,0.0,0.0,0.0501690576379,0.0
