,11:10:1:3:2:5:4:9:8,7:6
Signature.1,0.0276485158357,0.0
Signature.2,0.0,0.0
Signature.3,0.09177792184,0.0862173100258
Signature.4,0.03703511191,0.0
Signature.5,0.0,0.0
Signature.6,0.0311306272516,0.0
Signature.7,0.0929313565847,0.0139743841065
Signature.8,0.054134468564,0.0
Signature.9,0.0,0.0
Signature.10,0.032652149816,0.0167693488463
Signature.11,0.0639359289889,0.0115368834695
Signature.12,0.283890160023,0.0
Signature.13,0.0754725086123,0.213280307511
Signature.14,0.0121452832933,0.0
Signature.15,0.0,0.0201649833197
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0,0.568442895237
Signature.19,0.0,0.0
Signature.20,0.0,0.0339373749845
Signature.21,0.011698372373,0.0205472950753
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.082414282988,0.0
Signature.25,0.0924796685219,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0106536433975,0.0
Signature.30,0.0,0.0151292174243
