,11:9:10,1:3:2:5:4:6:8,7
Signature.1,0.0,0.0120739967236,0.0
Signature.2,0.0360382597119,0.0,0.0
Signature.3,0.0,0.0787640039099,0.0352530634297
Signature.4,0.0148819628145,0.0335983015237,0.0308369179637
Signature.5,0.0,0.084498667197,0.0316780385045
Signature.6,0.0267565769124,0.0,0.198001022403
Signature.7,0.140486450283,0.11012178526,0.0
Signature.8,0.0567045320574,0.0,0.122500933742
Signature.9,0.0,0.0,0.174913670726
Signature.10,0.0,0.0,0.0529766627046
Signature.11,0.0,0.0,0.0
Signature.12,0.0132534415715,0.0956407869199,0.0764360295025
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0802772446223,0.0,0.0472268113028
Signature.17,0.0,0.0629904761782,0.0
Signature.18,0.271210375545,0.0,0.0
Signature.19,0.0454883686421,0.0,0.0
Signature.20,0.0,0.0600072532907,0.0
Signature.21,0.0,0.0,0.16524271367
Signature.22,0.101074039018,0.0783242729177,0.0
Signature.23,0.101282671601,0.0,0.0
Signature.24,0.0233208888195,0.0,0.0
Signature.25,0.0447014645376,0.125701689371,0.0
Signature.26,0.0,0.0226655849364,0.0
Signature.27,0.0,0.0108854874279,0.0649341360508
Signature.28,0.0445237238636,0.0140800293861,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.0,0.210647664958,0.0
