,1,3,2
Signature.1,0.0210021767921,0.0151804840739,0.0841459574743
Signature.2,0.0111667949116,0.0250171656373,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0208796653497
Signature.5,0.026121954791,0.0313317549466,0.0
Signature.6,0.0,0.178039884323,0.0
Signature.7,0.0,0.143239703344,0.092387040595
Signature.8,0.0519462146732,0.0,0.0
Signature.9,0.0,0.0428994483117,0.0
Signature.10,0.0676626547384,0.0,0.239354995784
Signature.11,0.0,0.0236699297314,0.0
Signature.12,0.0,0.0,0.0454191900639
Signature.13,0.0117441762618,0.0369036579459,0.0
Signature.14,0.015656121754,0.0,0.0551978998695
Signature.15,0.0,0.0,0.0
Signature.16,0.093055481198,0.0,0.0
Signature.17,0.0290519306434,0.0,0.0
Signature.18,0.0,0.0309971824663,0.202730208811
Signature.19,0.0,0.0394239715074,0.0
Signature.20,0.195954825311,0.0652192603779,0.0127883735377
Signature.21,0.0130718446007,0.0,0.0
Signature.22,0.127245954361,0.0,0.0485413402951
Signature.23,0.0,0.0,0.118921032006
Signature.24,0.0409861712887,0.0674943239783,0.0265978888056
Signature.25,0.0914028500277,0.0,0.0
Signature.26,0.0489884034628,0.0583629958819,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0594461622553,0.092943568633,0.0425208983139
Signature.29,0.0443301290392,0.0518104258469,0.0
Signature.30,0.05116615389,0.0974662429941,0.0105155090937
