,1:3:2:5:4
Signature.1,0.0
Signature.2,0.112070735158
Signature.3,0.0107562781444
Signature.4,0.0
Signature.5,0.12324905901
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.212493688931
Signature.13,0.0
Signature.14,0.0218500496641
Signature.15,0.0270851963962
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0942215441508
Signature.19,0.011748070627
Signature.20,0.0
Signature.21,0.0672566571555
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.230254962739
Signature.26,0.0
Signature.27,0.0231934490373
Signature.28,0.0
Signature.29,0.0189137592286
Signature.30,0.0469065497582
