,11:10:1:3:2:5:4:9:8,7,6
Signature.1,0.0,0.0113856619654,0.0
Signature.2,0.0,0.024666044698,0.0
Signature.3,0.0,0.0257119931475,0.0
Signature.4,0.0180191072726,0.0,0.0
Signature.5,0.0740954079014,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0107198323713,0.102017383372,0.0
Signature.8,0.0,0.0193904231744,0.0526492907419
Signature.9,0.125510756593,0.0,0.0
Signature.10,0.324572249684,0.01832277318,0.17348931927
Signature.11,0.0,0.0362424156279,0.117512885069
Signature.12,0.134232330721,0.0,0.0
Signature.13,0.0217113870257,0.0417375265637,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0157977888706
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0125611063478,0.0461536341256
Signature.18,0.0453443983111,0.055991938609,0.080696171735
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.0632901844074,0.0
Signature.21,0.165807922679,0.014279365249,0.289915832315
Signature.22,0.0,0.194118198553,0.0
Signature.23,0.0399931647626,0.0315295745227,0.0
Signature.24,0.0263411500575,0.036427430315,0.0127015598502
Signature.25,0.0,0.0293829494949,0.0
Signature.26,0.0136522926196,0.0,0.211083518022
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.282945030772,0.0
Signature.30,0.0,0.0,0.0
