,1:2:4,3,5
Signature.1,0.0,0.0,0.0182914564284
Signature.2,0.0,0.0464528222738,0.0448858923342
Signature.3,0.0492180995715,0.0,0.170745394141
Signature.4,0.0842910560853,0.0,0.0127394962738
Signature.5,0.0,0.0,0.0205539002105
Signature.6,0.023119258769,0.0137761229657,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0251492829762,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.014825189679
Signature.12,0.0,0.0260400418486,0.0479681091729
Signature.13,0.184236094936,0.0277009753861,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.197751388265,0.0181325239978,0.0
Signature.16,0.0129882865434,0.0,0.0
Signature.17,0.0,0.0,0.0135799943998
Signature.18,0.0,0.020550475254,0.234392609341
Signature.19,0.114019383959,0.0,0.0199416457121
Signature.20,0.0255717149629,0.0125156019236,0.0287986147931
Signature.21,0.0,0.154862166325,0.0
Signature.22,0.0179320587608,0.172558052452,0.111327140753
Signature.23,0.0383163827867,0.0231780461914,0.0251785405909
Signature.24,0.145806543162,0.0624094795267,0.0478803979664
Signature.25,0.0448221565523,0.0255277940939,0.0782299645003
Signature.26,0.0,0.0,0.0287728147843
Signature.27,0.0,0.0,0.0
Signature.28,0.0124509394799,0.0,0.0
Signature.29,0.0,0.299849814591,0.08188883892
Signature.30,0.0494766361663,0.0712968001943,0.0
