,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0159983046624
Signature.4,0.0588008556166
Signature.5,0.0506298714057
Signature.6,0.0
Signature.7,0.0
Signature.8,0.256022836417
Signature.9,0.0933768073876
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0213341407097
Signature.16,0.173158773886
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0124482923797
Signature.22,0.234471400844
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0837587166917
Signature.29,0.0
Signature.30,0.0
