,1:2,3
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.03102673585
Signature.5,0.381698329738,0.0177199681754
Signature.6,0.0,0.0587850200157
Signature.7,0.0482718643641,0.0
Signature.8,0.267307818945,0.0
Signature.9,0.0,0.0173161366205
Signature.10,0.0,0.0
Signature.11,0.0551288746087,0.358202398878
Signature.12,0.0,0.151431752381
Signature.13,0.0,0.0279451396416
Signature.14,0.0,0.0
Signature.15,0.117640502697,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0410036994898
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.100472647631,0.0227846377862
Signature.21,0.0,0.0
Signature.22,0.0,0.0333914162976
Signature.23,0.0,0.0234484047024
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0557522245304
Signature.30,0.0294799620158,0.161192465632
