,11:10:1:3:2:5:4:9:8,7:6
Signature.1,0.0,0.0567940308613
Signature.2,0.0521031310581,0.0
Signature.3,0.0,0.0
Signature.4,0.327338278063,0.0522491079405
Signature.5,0.164319210575,0.0
Signature.6,0.0173199794837,0.103689398316
Signature.7,0.0,0.0151455024179
Signature.8,0.0,0.0
Signature.9,0.0133511064884,0.0
Signature.10,0.0174853831735,0.0
Signature.11,0.0,0.216342466514
Signature.12,0.0,0.0
Signature.13,0.042756430361,0.0162219967504
Signature.14,0.0,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.060577147855
Signature.17,0.0286787792951,0.0862148955724
Signature.18,0.0,0.0235448287807
Signature.19,0.0,0.0
Signature.20,0.297291934592,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.355017922832
Signature.23,0.0,0.0
Signature.24,0.0147471752323,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.0142027021591
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0246085916776,0.0
Signature.30,0.0,0.0
