,1:3,2
Signature.1,0.0216826653855,0.0
Signature.2,0.028994368621,0.0
Signature.3,0.0,0.0
Signature.4,0.0960865170988,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0148580915847
Signature.8,0.0,0.0
Signature.9,0.0,0.153412610684
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0992325384664,0.0
Signature.14,0.0,0.120956830549
Signature.15,0.0,0.0696320216835
Signature.16,0.0,0.013235048599
Signature.17,0.15878565006,0.0
Signature.18,0.0160601669913,0.0
Signature.19,0.0,0.28826196335
Signature.20,0.173260797288,0.015506265647
Signature.21,0.0,0.0
Signature.22,0.0797210991746,0.0
Signature.23,0.19647285252,0.0920427941445
Signature.24,0.0,0.0
Signature.25,0.129703344395,0.0242472192332
Signature.26,0.0,0.0
Signature.27,0.0,0.207847154525
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
