,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0200185048182
Signature.3,0.0
Signature.4,0.0614968791523
Signature.5,0.0125380682519
Signature.6,0.0
Signature.7,0.0750527831127
Signature.8,0.059663598098
Signature.9,0.0
Signature.10,0.0
Signature.11,0.205711494845
Signature.12,0.0
Signature.13,0.0188102988334
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0333445115482
Signature.17,0.301421357399
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0366653669503
Signature.23,0.0
Signature.24,0.0580572222343
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.117219914757
Signature.29,0.0
Signature.30,0.0
