,1:3:5:4,2
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.083209554665
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0148696639013
Signature.10,0.0,0.0
Signature.11,0.0241975603684,0.128631024073
Signature.12,0.0883482298741,0.0
Signature.13,0.0227446042341,0.0657294649278
Signature.14,0.0,0.0
Signature.15,0.0,0.0
Signature.16,0.0219683787549,0.0370383440507
Signature.17,0.0285455663482,0.0
Signature.18,0.0,0.205594431526
Signature.19,0.014942538064,0.0961183586527
Signature.20,0.0,0.0330260794416
Signature.21,0.0,0.0918296588199
Signature.22,0.0872749943612,0.0
Signature.23,0.176997174946,0.042014934886
Signature.24,0.0648551325003,0.0
Signature.25,0.0,0.0
Signature.26,0.0175591111965,0.0
Signature.27,0.0412581751191,0.0
Signature.28,0.0371994220226,0.0
Signature.29,0.269716911518,0.190649804376
Signature.30,0.104392200693,0.011288680679
