,11:10:1:3:2:5:4:6:9:8,7
Signature.1,0.0,0.0
Signature.2,0.0604303740968,0.0367682223123
Signature.3,0.0233611933716,0.0239712205813
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0411617647706,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.101295169344
Signature.10,0.206283445959,0.0
Signature.11,0.0849344571502,0.0
Signature.12,0.268896982758,0.0
Signature.13,0.0,0.15757675235
Signature.14,0.0,0.108169752716
Signature.15,0.0,0.0852192916305
Signature.16,0.0567477044497,0.0
Signature.17,0.0,0.213783563812
Signature.18,0.0,0.197153199236
Signature.19,0.0,0.0
Signature.20,0.105901339321,0.0
Signature.21,0.0,0.0
Signature.22,0.0391464856796,0.0
Signature.23,0.0504868797624,0.0
Signature.24,0.0,0.0
Signature.25,0.0113699775232,0.0
Signature.26,0.0193509337163,0.0
Signature.27,0.0,0.0
Signature.28,0.0319284614422,0.028120653668
Signature.29,0.0,0.0479421743499
Signature.30,0.0,0.0
