,11:1:3:2:5:4:7:6:9:8,10
Signature.1,0.0,0.0
Signature.2,0.0,0.0300821929692
Signature.3,0.0172133184784,0.0
Signature.4,0.0,0.0161747909143
Signature.5,0.0,0.0
Signature.6,0.144453020882,0.0
Signature.7,0.0,0.0
Signature.8,0.126804177239,0.0
Signature.9,0.0123446196675,0.105706894805
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0902091139528
Signature.13,0.0817987533244,0.0620536376992
Signature.14,0.0,0.0
Signature.15,0.0,0.209632701788
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0888029831777,0.0
Signature.19,0.0,0.138337351886
Signature.20,0.0137173463581,0.0
Signature.21,0.112450357154,0.0
Signature.22,0.1548641343,0.0
Signature.23,0.0686447988932,0.0
Signature.24,0.0,0.336558360873
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.0215727729351,0.0
Signature.28,0.0202476842805,0.0
Signature.29,0.0880779921825,0.0
Signature.30,0.0490080411283,0.0112449551128
