,11,10:1:2:5:7:6:9:8,3:4
Signature.1,0.0,0.0633224142244,0.0261348651975
Signature.2,0.0,0.0190881613443,0.0
Signature.3,0.0,0.0632009354426,0.0
Signature.4,0.209334927294,0.0132555859417,0.0222002733578
Signature.5,0.0,0.0,0.0170699192382
Signature.6,0.0653460883288,0.0,0.0181760728254
Signature.7,0.0851815512589,0.024785261961,0.0600059141678
Signature.8,0.163704998724,0.0,0.250118345811
Signature.9,0.0,0.0,0.0676023864593
Signature.10,0.130911995514,0.0106835875696,0.0691136576723
Signature.11,0.0,0.0,0.0344672072082
Signature.12,0.0,0.0,0.0
Signature.13,0.0192548729281,0.0193835286956,0.0617184396152
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0152802823467,0.15212948029
Signature.16,0.0103515365031,0.0,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0295200703829,0.0,0.0
Signature.19,0.0317348091907,0.0,0.0
Signature.20,0.0,0.0787965815996,0.0308653494461
Signature.21,0.0,0.0226469900866,0.0105665266577
Signature.22,0.0439135510242,0.0,0.0
Signature.23,0.0,0.371118563646,0.0
Signature.24,0.0,0.269053980549,0.0155038561123
Signature.25,0.0432455370259,0.0,0.0338831824051
Signature.26,0.0631649126598,0.0,0.0368118802989
Signature.27,0.0820865540327,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0222485951327,0.018286448168,0.0936326432365
Signature.30,0.0,0.0110976784248,0.0
