,11:10:1:3:2:4:7:6:9:8,5
Signature.1,0.0333674261417,0.0738760901766
Signature.2,0.0135802621364,0.0
Signature.3,0.0,0.0
Signature.4,0.0294300827928,0.0
Signature.5,0.0,0.404080877603
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.411094213909,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0501623672245
Signature.12,0.0,0.0295034477209
Signature.13,0.0,0.0
Signature.14,0.115074359859,0.0
Signature.15,0.0776191586376,0.0314149007613
Signature.16,0.0,0.0
Signature.17,0.0734798226207,0.0
Signature.18,0.0,0.0871827466777
Signature.19,0.0,0.0153612043179
Signature.20,0.0,0.0195178872295
Signature.21,0.0,0.0
Signature.22,0.175897406897,0.0
Signature.23,0.0,0.121533768164
Signature.24,0.0,0.0196251624439
Signature.25,0.0,0.0531987616441
Signature.26,0.0,0.0
Signature.27,0.0468677214046,0.0619219618924
Signature.28,0.0,0.0
Signature.29,0.0235895456011,0.0
Signature.30,0.0,0.0326208241439
