,1:5:7:6:9:8,3,2,4
Signature.1,0.0229037295219,0.0,0.0,0.0535974152803
Signature.2,0.0,0.0951482715982,0.0,0.225210592885
Signature.3,0.0194393456655,0.0,0.0,0.251772636567
Signature.4,0.0,0.0,0.113421502079,0.023155022973
Signature.5,0.0677753376308,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0369086679037,0.12154727362,0.0,0.0
Signature.8,0.242529274511,0.0,0.0,0.030031960281
Signature.9,0.0386309796448,0.0,0.0213208130569,0.03703955457
Signature.10,0.0,0.0391504850716,0.0,0.0
Signature.11,0.0,0.0,0.0301293638167,0.0437242703222
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0633920143155,0.0,0.452938674422,0.0
Signature.14,0.0397846087784,0.0149106862889,0.0,0.0
Signature.15,0.0179122267485,0.0506148580352,0.0111869451907,0.0
Signature.16,0.04950706629,0.0,0.0,0.0
Signature.17,0.0,0.17993299171,0.0254202282658,0.0
Signature.18,0.0,0.284392416655,0.0,0.0
Signature.19,0.0,0.0,0.0,0.0
Signature.20,0.0,0.0,0.0,0.213179780933
Signature.21,0.20269995664,0.0446728992105,0.0,0.0
Signature.22,0.0,0.0,0.0341525295212,0.0
Signature.23,0.0171375182136,0.084054566315,0.0,0.0152489258823
Signature.24,0.111194078096,0.0,0.0,0.0
Signature.25,0.0,0.0523444721769,0.0325572928275,0.0
Signature.26,0.0,0.0,0.171100068609,0.0236902062844
Signature.27,0.0,0.0218952961486,0.0,0.0
Signature.28,0.0413012322539,0.0,0.0376288313312,0.0245654209514
Signature.29,0.0288839637866,0.0113357831704,0.0500718666846,0.0
Signature.30,0.0,0.0,0.0200718841956,0.0587842130702
