,1:3:2:5:4:6,7
Signature.1,0.0,0.0
Signature.2,0.0759484459806,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.113143299957
Signature.5,0.156678772269,0.0
Signature.6,0.0,0.205025188288
Signature.7,0.010864277199,0.0
Signature.8,0.0675626768732,0.0
Signature.9,0.0,0.239478789902
Signature.10,0.0784157613729,0.0193120788687
Signature.11,0.0,0.0
Signature.12,0.140190459483,0.0123830756021
Signature.13,0.0,0.0640648053456
Signature.14,0.0237360373406,0.0
Signature.15,0.0,0.0213334568024
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.183556140906,0.120038979399
Signature.19,0.0,0.0175895039607
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0115276996756,0.0
Signature.25,0.0,0.0
Signature.26,0.100916504247,0.0148697228311
Signature.27,0.134566791518,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0160364331353,0.172761099043
