,1:3:2:4,5
Signature.1,0.0,0.0
Signature.2,0.0666127115879,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0,0.0319146402017
Signature.6,0.0,0.0
Signature.7,0.0175915032984,0.0
Signature.8,0.0,0.0249612758006
Signature.9,0.216571532721,0.0
Signature.10,0.038004076307,0.189495915451
Signature.11,0.0,0.0
Signature.12,0.0,0.0133325623648
Signature.13,0.0,0.0173159096322
Signature.14,0.0,0.0888416162047
Signature.15,0.0671018141917,0.0
Signature.16,0.0,0.0592580753194
Signature.17,0.0,0.0
Signature.18,0.0,0.042806860851
Signature.19,0.0,0.0522192016786
Signature.20,0.106068006661,0.0
Signature.21,0.0158083870372,0.0
Signature.22,0.0,0.0
Signature.23,0.377833857787,0.0384911989913
Signature.24,0.0,0.0
Signature.25,0.0,0.209345661855
Signature.26,0.0,0.0436190958116
Signature.27,0.0347154052456,0.0
Signature.28,0.0172389626023,0.144897040938
Signature.29,0.0229203397573,0.0435009449009
Signature.30,0.019533402804,0.0
